t,y
0.008145867,-959
0.008166701,-1004
0.008187534,-1064
0.008208368,-1184
0.008229201,-1241
0.008250034,-1133
0.008270868,-1009
0.008291701,-1014
0.008312535,-1058
0.008333368,-1022
0.008354201,-877
0.008375035,-649
0.008395868,-449
0.008416702,-335
0.008437535,-210
0.008458369,-45
0.008479202,73
0.008500035,159
0.008520869,286
0.008541702,422
0.008562536,503
0.008583369,543
0.008604203,581
0.008625036,578
0.008645869,496
0.008666703,420
0.008687536,416
0.00870837,407
0.008729203,416
0.008750036,559
0.00877087,763
0.008791703,919
0.008812537,1045
0.00883337,1080
0.008854204,996
0.008875037,931
0.00889587,901
0.008916704,867
0.008937537,964
0.008958371,1133
0.008979204,1138
0.009000038,1087
0.009020871,1140
0.009041704,1114
0.009062538,957
0.009083371,877
0.009104205,877
0.009125038,855
0.009145871,858
0.009166705,884
0.009187538,868
0.009208372,844
0.009229205,886
0.009250039,1021
0.009270872,1160
0.009291705,1162
0.009312539,1081
0.009333372,1067
0.009354206,1055
0.009375039,944
0.009395872,807
0.009416706,697
0.009437539,615
0.009458373,617
0.009479206,648
0.00950004,572
0.009520873,464
0.009541706,509
0.00956254,692
0.009583373,859
0.009604207,926
0.00962504,921
0.009645874,892
0.009666707,866
0.00968754,846
0.009708374,817
0.009729207,745
0.009750041,631
0.009770874,525
0.009791707,447
0.009812541,374
0.009833374,320
0.009854208,323
0.009875041,356
0.009895875,362
0.009916708,370
0.009937541,409
0.009958375,435
0.009979208,499
0.010000042,670
0.010020875,793
0.010041709,761
0.010062542,790
0.010083375,954
0.010104209,999
0.010125042,870
0.010145876,783
0.010166709,815
0.010187542,888
0.010208376,876
0.010229209,733
0.010250043,660
0.010270876,758
0.01029171,803
0.010312543,779
0.010333376,915
0.01035421,1101
0.010375043,1158
0.010395877,1187
0.01041671,1111
0.010437543,802
0.010458377,568
0.01047921,606
0.010500044,602
0.010520877,394
0.010541711,196
0.010562544,166
0.010583377,300
0.010604211,480
0.010625044,548
0.010645878,552
0.010666711,648
0.010687545,769
0.010708378,785
0.010729211,788
0.010750045,921
0.010770878,1135
0.010791712,1275
0.010812545,1321
0.010833378,1407
0.010854212,1581
0.010875045,1769
0.010895879,1921
0.010916712,1961
0.010937546,1811
0.010958379,1604
0.010979212,1538
0.011000046,1591
0.011020879,1641
0.011041713,1632
0.011062546,1552
0.01108338,1481
0.011104213,1545
0.011125046,1692
0.01114588,1742
0.011166713,1664
0.011187547,1598
0.01120838,1599
0.011229213,1580
0.011250047,1561
0.01127088,1703
0.011291714,1994
0.011312547,2253
0.011333381,2387
0.011354214,2361
0.011375047,2178
0.011395881,2037
0.011416714,2046
0.011437548,1988
0.011458381,1763
0.011479214,1566
0.011500048,1488
0.011520881,1486
0.011541715,1547
0.011562548,1559
0.011583382,1441
0.011604215,1310
0.011625048,1202
0.011645882,1047
0.011666715,977
0.011687549,1130
0.011708382,1361
0.011729216,1479
0.011750049,1433
0.011770882,1267
0.011791716,1134
0.011812549,1140
0.011833383,1192
0.011854216,1211
0.011875049,1230
0.011895883,1199
0.011916716,1090
0.01193755,1054
0.011958383,1140
0.011979217,1202
0.01200005,1195
0.012020883,1217
0.012041717,1275
0.01206255,1325
0.012083384,1384
0.012104217,1440
0.012125051,1454
0.012145884,1441
0.012166717,1393
0.012187551,1242
0.012208384,1032
0.012229218,913
0.012250051,922
0.012270884,985
0.012291718,1094
0.012312551,1224
0.012333385,1211
0.012354218,991
0.012375052,757
0.012395885,619
0.012416718,441
0.012437552,188
0.012458385,34
0.012479219,39
0.012500052,140
0.012520886,318
0.012541719,457
0.012562552,378
0.012583386,192
0.012604219,139
0.012625053,137
0.012645886,2
0.012666719,-195
0.012687553,-358
0.012708386,-536
0.01272922,-723
0.012750053,-891
0.012770887,-1077
0.01279172,-1205
0.012812553,-1152
0.012833387,-1035
0.01285422,-1036
0.012875054,-1089
0.012895887,-1084
0.01291672,-1082
0.012937554,-1111
0.012958387,-1098
0.012979221,-1041
0.013000054,-1016
0.013020888,-1106
0.013041721,-1336
0.013062554,-1569
0.013083388,-1658
0.013104221,-1710
0.013125055,-1857
0.013145888,-1962
0.013166722,-1908
0.013187555,-1815
0.013208388,-1768
0.013229222,-1750
0.013250055,-1803
0.013270889,-1899
0.013291722,-1905
0.013312555,-1835
0.013333389,-1840
0.013354222,-1976
0.013375056,-2174
0.013395889,-2328
0.013416723,-2407
0.013437556,-2487
0.013458389,-2579
0.013479223,-2566
0.013500056,-2416
0.01352089,-2242
0.013541723,-2147
0.013562557,-2186
0.01358339,-2296
0.013604223,-2278
0.013625057,-2104
0.01364589,-2006
0.013666724,-2071
0.013687557,-2143
0.01370839,-2166
0.013729224,-2220
0.013750057,-2308
0.013770891,-2387
0.013791724,-2454
0.013812558,-2523
0.013833391,-2616
0.013854224,-2703
0.013875058,-2663
0.013895891,-2462
0.013916725,-2274
0.013937558,-2220
0.013958391,-2212
0.013979225,-2170
0.014000058,-2167
0.014020892,-2224
0.014041725,-2229
0.014062559,-2184
0.014083392,-2230
0.014104225,-2341
0.014125059,-2302
0.014145892,-2064
0.014166726,-1782
0.014187559,-1551
0.014208393,-1391
0.014229226,-1347
0.014250059,-1398
0.014270893,-1450
0.014291726,-1480
0.01431256,-1514
0.014333393,-1550
0.014354226,-1604
0.01437506,-1688
0.014395893,-1769
0.014416727,-1825
0.01443756,-1859
0.014458394,-1870
0.014479227,-1886
0.01450006,-1910
0.014520894,-1870
0.014541727,-1755
0.014562561,-1668
0.014583394,-1645
0.014604228,-1618
0.014625061,-1551
0.014645894,-1476
0.014666728,-1414
0.014687561,-1359
0.014708395,-1324
0.014729228,-1353
0.014750061,-1459
0.014770895,-1589
0.014791728,-1694
0.014812562,-1740
0.014833395,-1668
0.014854229,-1465
0.014875062,-1245
0.014895895,-1140
0.014916729,-1125
0.014937562,-1077
0.014958396,-992
0.014979229,-1001
0.015000063,-1130
0.015020896,-1247
0.015041729,-1251
0.015062563,-1134
0.015083396,-959
0.01510423,-881
0.015125063,-973
0.015145896,-1073
0.01516673,-1035
0.015187563,-885
0.015208397,-670
0.01522923,-476
0.015250064,-457
0.015270897,-562
0.01529173,-568
0.015312564,-445
0.015333397,-320
0.015354231,-230
0.015375064,-161
0.015395897,-122
0.015416731,-93
0.015437564,1
0.015458398,171
0.015479231,253
0.015500065,132
0.015520898,24
0.015541731,132
0.015562565,279
0.015583398,289
0.015604232,281
0.015625065,340
0.015645899,398
0.015666732,406
0.015687565,345
0.015708399,272
0.015729232,314
0.015750066,429
0.015770899,434
0.015791732,278
0.015812566,26
0.015833399,-200
0.015854233,-257
0.015875066,-163
0.0158959,-44
0.015916733,109
0.015937566,300
0.0159584,405
0.015979233,397
0.016000067,369
0.0160209,375
0.016041734,437
0.016062567,546
0.0160834,653
0.016104234,765
0.016125067,899
0.016145901,1000
0.016166734,1038
0.016187567,1025
0.016208401,971
0.016229234,917
0.016250068,914
0.016270901,986
0.016291735,1108
0.016312568,1170
0.016333401,1140
0.016354235,1180
0.016375068,1302
0.016395902,1263
0.016416735,1040
0.016437568,884
0.016458402,861
0.016479235,871
0.016500069,915
0.016520902,981
0.016541736,1025
0.016562569,1135
0.016583402,1409
0.016604236,1729
0.016625069,1901
0.016645903,1910
0.016666736,1887
0.01668757,1931
0.016708403,2036
0.016729236,2110
0.01675007,2071
0.016770903,2045
0.016791737,2218
0.01681257,2467
0.016833403,2590
0.016854237,2689
0.01687507,2815
0.016895904,2781
0.016916737,2654
0.016937571,2663
0.016958404,2723
0.016979237,2704
0.017000071,2709
0.017020904,2756
0.017041738,2749
0.017062571,2736
0.017083405,2819
0.017104238,3017
0.017125071,3221
0.017145905,3223
0.017166738,3012
0.017187572,2791
0.017208405,2640
0.017229238,2536
0.017250072,2525
0.017270905,2578
0.017291739,2643
0.017312572,2746
0.017333406,2810
0.017354239,2763
0.017375072,2699
0.017395906,2579
0.017416739,2285
0.017437573,1999
0.017458406,1939
0.017479239,2048
0.017500073,2238
0.017520906,2447
0.01754174,2542
0.017562573,2536
0.017583407,2565
0.01760424,2625
0.017625073,2635
0.017645907,2532
0.01766674,2314
0.017687574,2142
0.017708407,2162
0.017729241,2252
0.017750074,2227
0.017770907,2089
0.017791741,1965
0.017812574,1934
0.017833408,1902
0.017854241,1770
0.017875074,1713
0.017895908,1876
0.017916741,2041
0.017937575,2076
0.017958408,2170
0.017979242,2349
0.018000075,2416
0.018020908,2347
0.018041742,2265
0.018062575,2226
0.018083409,2234
0.018104242,2276
0.018125076,2341
0.018145909,2394
0.018166742,2305
0.018187576,2050
0.018208409,1870
0.018229243,1884
0.018250076,1864
0.018270909,1679
0.018291743,1513
0.018312576,1494
0.01833341,1514
0.018354243,1483
0.018375077,1465
0.01839591,1525
0.018416743,1602
0.018437577,1624
0.01845841,1629
0.018479244,1664
0.018500077,1705
0.018520911,1755
0.018541744,1839
0.018562577,1907
0.018583411,1939
0.018604244,2021
0.018625078,2159
0.018645911,2239
0.018666744,2191
0.018687578,2046
0.018708411,1918
0.018729245,1946
0.018750078,2065
0.018770912,2035
0.018791745,1864
0.018812578,1773
0.018833412,1781
0.018854245,1817
0.018875079,1912
0.018895912,1986
0.018916745,1907
0.018937579,1780
0.018958412,1747
0.018979246,1766
0.019000079,1773
0.019020913,1785
0.019041746,1834
0.019062579,1947
0.019083413,2050
0.019104246,2061
0.01912508,2083
0.019145913,2206
0.019166747,2323
0.01918758,2355
0.019208413,2311
0.019229247,2201
0.01925008,2093
0.019270914,2022
0.019291747,1921
0.01931258,1850
0.019333414,1898
0.019354247,1942
0.019375081,1898
0.019395914,1839
0.019416748,1749
0.019437581,1609
0.019458414,1494
0.019479248,1363
0.019500081,1188
0.019520915,1084
0.019541748,1056
0.019562582,1046
0.019583415,1107
0.019604248,1161
0.019625082,1080
0.019645915,1022
0.019666749,1095
0.019687582,1114
0.019708415,1039
0.019729249,985
0.019750082,870
0.019770916,668
0.019791749,600
0.019812583,709
0.019833416,790
0.019854249,790
0.019875083,824
0.019895916,902
0.01991675,934
0.019937583,875
0.019958416,763
0.01997925,661
0.020000083,601
0.020020917,556
0.02004175,510
0.020062584,485
0.020083417,455
0.02010425,381
0.020125084,330
0.020145917,346
0.020166751,329
0.020187584,229
0.020208418,129
0.020229251,50
0.020250084,-9
0.020270918,30
0.020291751,152
0.020312585,194
0.020333418,44
0.020354251,-244
0.020375085,-508
0.020395918,-652
0.020416752,-771
0.020437585,-936
0.020458419,-1061
0.020479252,-1148
0.020500085,-1307
0.020520919,-1510
0.020541752,-1690
0.020562586,-1864
0.020583419,-1958
0.020604253,-1910
0.020625086,-1843
0.020645919,-1836
0.020666753,-1785
0.020687586,-1645
0.02070842,-1530
0.020729253,-1569
0.020750086,-1787
0.02077092,-2079
0.020791753,-2301
0.020812587,-2387
0.02083342,-2384
0.020854254,-2421
0.020875087,-2537
0.02089592,-2600
0.020916754,-2561
0.020937587,-2523
0.020958421,-2504
0.020979254,-2487
0.021000088,-2524
0.021020921,-2559
0.021041754,-2529
0.021062588,-2541
0.021083421,-2620
0.021104255,-2646
0.021125088,-2633
0.021145921,-2639
0.021166755,-2626
0.021187588,-2634
0.021208422,-2703
0.021229255,-2751
0.021250089,-2773
0.021270922,-2826
0.021291755,-2852
0.021312589,-2838
0.021333422,-2855
0.021354256,-2863
0.021375089,-2830
0.021395922,-2839
0.021416756,-2884
0.021437589,-2837
0.021458423,-2659
0.021479256,-2437
0.02150009,-2296
0.021520923,-2262
0.021541756,-2233
0.02156259,-2142
0.021583423,-2041
0.021604257,-1985
0.02162509,-1994
0.021645924,-2079
0.021666757,-2208
0.02168759,-2325
0.021708424,-2373
0.021729257,-2311
0.021750091,-2224
0.021770924,-2244
0.021791757,-2329
0.021812591,-2339
0.021833424,-2273
0.021854258,-2209
0.021875091,-2151
0.021895925,-2096
0.021916758,-2117
0.021937591,-2263
0.021958425,-2417
0.021979258,-2396
0.022000092,-2202
0.022020925,-2036
0.022041759,-1995
0.022062592,-1987
0.022083425,-1925
0.022104259,-1835
0.022125092,-1780
0.022145926,-1753
0.022166759,-1670
0.022187592,-1524
0.022208426,-1428
0.022229259,-1433
0.022250093,-1471
0.022270926,-1507
0.02229176,-1547
0.022312593,-1554
0.022333426,-1524
0.02235426,-1526
0.022375093,-1599
0.022395927,-1676
0.02241676,-1658
0.022437593,-1510
0.022458427,-1312
0.02247926,-1193
0.022500094,-1202
0.022520927,-1267
0.022541761,-1310
0.022562594,-1345
0.022583427,-1393
0.022604261,-1400
0.022625094,-1354
0.022645928,-1351
0.022666761,-1415
0.022687595,-1419
0.022708428,-1316
0.022729261,-1236
0.022750095,-1277
0.022770928,-1381
0.022791762,-1450
0.022812595,-1449
0.022833428,-1389
0.022854262,-1276
0.022875095,-1121
0.022895929,-995
0.022916762,-947
0.022937596,-884
0.022958429,-746
0.022979262,-693
0.023000096,-817
0.023020929,-936
0.023041763,-951
0.023062596,-980
0.02308343,-1054
0.023104263,-1091
0.023125096,-1081
0.02314593,-1036
0.023166763,-973
0.023187597,-948
0.02320843,-915
0.023229263,-791
0.023250097,-674
0.02327093,-661
0.023291764,-656
0.023312597,-623
0.023333431,-640
0.023354264,-685
0.023375097,-716
0.023395931,-756
0.023416764,-766
0.023437598,-692
0.023458431,-582
0.023479264,-473
0.023500098,-345
0.023520931,-243
0.023541765,-253
0.023562598,-366
0.023583432,-479
0.023604265,-554
0.023625098,-640
0.023645932,-735
0.023666765,-800
0.023687599,-868
0.023708432,-956
0.023729266,-980
0.023750099,-930
0.023770932,-898
0.023791766,-940
0.023812599,-1036
0.023833433,-1097
0.023854266,-1028
0.023875099,-880
0.023895933,-758
0.023916766,-658
0.0239376,-605
0.023958433,-688
0.023979267,-867
0.0240001,-1033
0.024020933,-1161
0.024041767,-1257
0.0240626,-1351
0.024083434,-1468
0.024104267,-1515
0.024125101,-1442
0.024145934,-1331
0.024166767,-1178
0.024187601,-942
0.024208434,-732
0.024229268,-588
0.024250101,-389
0.024270934,-145
0.024291768,2
0.024312601,26
0.024333435,32
0.024354268,105
0.024375102,212
0.024395935,289
0.024416768,373
0.024437602,502
0.024458435,638
0.024479269,806
0.024500102,1007
0.024520936,1127
0.024541769,1198
0.024562602,1368
0.024583436,1589
0.024604269,1782
0.024625103,2003
0.024645936,2192
0.024666769,2233
0.024687603,2199
0.024708436,2161
0.02472927,2119
0.024750103,2141
0.024770937,2235
0.02479177,2342
0.024812603,2482
0.024833437,2586
0.02485427,2516
0.024875104,2351
0.024895937,2244
0.02491677,2204
0.024937604,2275
0.024958437,2452
0.024979271,2559
0.025000104,2553
0.025020938,2576
0.025041771,2607
0.025062604,2538
0.025083438,2439
0.025104271,2421
0.025125105,2494
0.025145938,2624
0.025166772,2715
0.025187605,2648
0.025208438,2462
0.025229272,2325
0.025250105,2322
0.025270939,2422
0.025291772,2581
0.025312605,2740
0.025333439,2825
0.025354272,2866
0.025375106,2934
0.025395939,2994
0.025416773,3014
0.025437606,3026
0.025458439,2979
0.025479273,2892
0.025500106,2969
0.02552094,3210
0.025541773,3338
0.025562607,3317
0.02558344,3321
0.025604273,3308
0.025625107,3216
0.02564594,3185
0.025666774,3260
0.025687607,3343
0.02570844,3435
0.025729274,3544
0.025750107,3607
0.025770941,3678
0.025791774,3837
0.025812608,3995
0.025833441,4044
0.025854274,4011
0.025875108,3958
0.025895941,3926
0.025916775,3944
0.025937608,3946
0.025958441,3822
0.025979275,3604
0.026000108,3405
0.026020942,3279
0.026041775,3256
0.026062609,3327
0.026083442,3381
0.026104275,3361
0.026125109,3314
0.026145942,3224
0.026166776,3104
0.026187609,3108
0.026208443,3232
0.026229276,3264
0.026250109,3176
0.026270943,3113
0.026291776,3093
0.02631261,3075
0.026333443,3068
0.026354276,3068
0.02637511,3082
0.026395943,3130
0.026416777,3173
0.02643761,3168
0.026458444,3087
0.026479277,2903
0.02650011,2726
0.026520944,2712
0.026541777,2809
0.026562611,2889
0.026583444,2916
0.026604278,2853
0.026625111,2721
0.026645944,2622
0.026666778,2519
0.026687611,2336
0.026708445,2180
0.026729278,2101
0.026750111,2020
0.026770945,1972
0.026791778,1972
0.026812612,1892
0.026833445,1737
0.026854279,1616
0.026875112,1508
0.026895945,1440
0.026916779,1511
0.026937612,1625
0.026958446,1628
0.026979279,1532
0.027000113,1369
0.027020946,1150
0.027041779,965
0.027062613,851
0.027083446,766
0.02710428,722
0.027125113,693
0.027145946,587
0.02716678,432
0.027187613,335
0.027208447,324
0.02722928,383
0.027250114,454
0.027270947,449
0.02729178,420
0.027312614,479
0.027333447,586
0.027354281,688
0.027375114,794
0.027395947,837
0.027416781,811
0.027437614,866
0.027458448,988
0.027479281,988
0.027500115,866
0.027520948,714
0.027541781,510
0.027562615,273
0.027583448,68
0.027604282,-121
0.027625115,-275
0.027645949,-366
0.027666782,-463
0.027687615,-571
0.027708449,-633
0.027729282,-695
0.027750116,-765
0.027770949,-755
0.027791782,-706
0.027812616,-721
0.027833449,-794
0.027854283,-914
0.027875116,-1046
0.02789595,-1107
0.027916783,-1151
0.027937616,-1301
0.02795845,-1529
0.027979283,-1754
0.028000117,-1929
0.02802095,-2019
0.028041784,-2081
0.028062617,-2166
0.02808345,-2191
0.028104284,-2175
0.028125117,-2277
0.028145951,-2483
0.028166784,-2650
0.028187617,-2723
0.028208451,-2746
0.028229284,-2842
0.028250118,-3033
0.028270951,-3125
0.028291785,-3083
0.028312618,-3141
0.028333451,-3298
0.028354285,-3366
0.028375118,-3377
0.028395952,-3377
0.028416785,-3322
0.028437618,-3337
0.028458452,-3482
0.028479285,-3544
0.028500119,-3436
0.028520952,-3302
0.028541786,-3259
0.028562619,-3405
0.028583452,-3744
0.028604286,-4010
0.028625119,-3961
0.028645953,-3727
0.028666786,-3637
0.02868762,-3870
0.028708453,-4319
0.028729286,-4712
0.02875012,-4858
0.028770953,-4744
0.028791787,-4495
0.02881262,-4309
0.028833453,-4287
0.028854287,-4390
0.02887512,-4562
0.028895954,-4709
0.028916787,-4687
0.028937621,-4535
0.028958454,-4436
0.028979287,-4440
0.029000121,-4492
0.029020954,-4585
0.029041788,-4712
0.029062621,-4811
0.029083455,-4810
0.029104288,-4711
0.029125121,-4648
0.029145955,-4665
0.029166788,-4630
0.029187622,-4524
0.029208455,-4475
0.029229288,-4474
0.029250122,-4446
0.029270955,-4403
0.029291789,-4322
0.029312622,-4182
0.029333456,-4053
0.029354289,-3925
0.029375122,-3775
0.029395956,-3702
0.029416789,-3739
0.029437623,-3801
0.029458456,-3846
0.029479289,-3805
0.029500123,-3582
0.029520956,-3257
0.02954179,-2991
0.029562623,-2817
0.029583457,-2692
0.02960429,-2566
0.029625123,-2399
0.029645957,-2208
0.02966679,-1990
0.029687624,-1745
0.029708457,-1588
0.029729291,-1568
0.029750124,-1556
0.029770957,-1500
0.029791791,-1446
0.029812624,-1369
0.029833458,-1270
0.029854291,-1228
0.029875124,-1244
0.029895958,-1283
0.029916791,-1360
0.029937625,-1448
0.029958458,-1521
0.029979292,-1613
0.030000125,-1666
0.030020958,-1565
0.030041792,-1389
0.030062625,-1332
0.030083459,-1395
0.030104292,-1406
0.030125126,-1327
0.030145959,-1297
0.030166792,-1371
0.030187626,-1428
0.030208459,-1373
0.030229293,-1223
0.030250126,-1051
0.030270959,-941
0.030291793,-898
0.030312626,-852
0.03033346,-789
0.030354293,-736
0.030375127,-680
0.03039596,-643
0.030416793,-653
0.030437627,-650
0.03045846,-606
0.030479294,-581
0.030500127,-610
0.030520961,-695
0.030541794,-798
0.030562627,-844
0.030583461,-853
0.030604294,-867
0.030625128,-795
0.030645961,-676
0.030666794,-727
0.030687628,-894
0.030708461,-956
0.030729295,-974
0.030750128,-1056
0.030770962,-1065
0.030791795,-936
0.030812628,-766
0.030833462,-614
0.030854295,-569
0.030875129,-673
0.030895962,-764
0.030916795,-737
0.030937629,-687
0.030958462,-657
0.030979296,-656
0.031000129,-781
0.031020963,-996
0.031041796,-1081
0.031062629,-996
0.031083463,-933
0.031104296,-980
0.03112513,-1046
0.031145963,-1072
0.031166797,-1077
0.03118763,-1044
0.031208463,-975
0.031229297,-916
0.03125013,-803
0.031270964,-579
0.031291797,-423
0.03131263,-478
0.031333464,-562
0.031354297,-515
0.031375131,-417
0.031395964,-289
0.031416798,-80
0.031437631,128
0.031458464,260
0.031479298,365
0.031500131,446
0.031520965,475
0.031541798,523
0.031562632,666
0.031583465,875
0.031604298,1063
0.031625132,1167
0.031645965,1210
0.031666799,1282
0.031687632,1384
