t,y
0.090958712,-1749
0.090979546,-1744
0.091000379,-1740
0.091021213,-2009
0.091042046,-2204
0.091062879,-2174
0.091083713,-2218
0.091104546,-2328
0.09112538,-2378
0.091146213,-2467
0.091167047,-2512
0.09118788,-2423
0.091208713,-2477
0.091229547,-2732
0.09125038,-2857
0.091271214,-2760
0.091292047,-2595
0.09131288,-2547
0.091333714,-2771
0.091354547,-2900
0.091375381,-2460
0.091396214,-1956
0.091417048,-1986
0.091437881,-2062
0.091458714,-1860
0.091479548,-1858
0.091500381,-2049
0.091521215,-2125
0.091542048,-2316
0.091562882,-2606
0.091583715,-2616
0.091604548,-2531
0.091625382,-2600
0.091646215,-2560
0.091667049,-2390
0.091687882,-2382
0.091708715,-2435
0.091729549,-2281
0.091750382,-2049
0.091771216,-2038
0.091792049,-2205
0.091812883,-2272
0.091833716,-2234
0.091854549,-2186
0.091875383,-1997
0.091896216,-1782
0.09191705,-1807
0.091937883,-1811
0.091958716,-1616
0.09197955,-1598
0.092000383,-1732
0.092021217,-1694
0.09204205,-1723
0.092062884,-1928
0.092083717,-1970
0.09210455,-1894
0.092125384,-1848
0.092146217,-1696
0.092167051,-1572
0.092187884,-1629
0.092208718,-1665
0.092229551,-1673
0.092250384,-1755
0.092271218,-1805
0.092292051,-1885
0.092312885,-2044
0.092333718,-2125
0.092354551,-2274
0.092375385,-2550
0.092396218,-2582
0.092417052,-2429
0.092437885,-2460
0.092458719,-2470
0.092479552,-2260
0.092500385,-2108
0.092521219,-2099
0.092542052,-2090
0.092562886,-2074
0.092583719,-2072
0.092604553,-2122
0.092625386,-2190
0.092646219,-2170
0.092667053,-2247
0.092687886,-2534
0.09270872,-2692
0.092729553,-2674
0.092750386,-2764
0.09277122,-2846
0.092792053,-2816
0.092812887,-2865
0.09283372,-2845
0.092854554,-2613
0.092875387,-2448
0.09289622,-2387
0.092917054,-2283
0.092937887,-2305
0.092958721,-2441
0.092979554,-2405
0.093000388,-2215
0.093021221,-2020
0.093042054,-1837
0.093062888,-1670
0.093083721,-1445
0.093104555,-1217
0.093125388,-1180
0.093146221,-1112
0.093167055,-721
0.093187888,-336
0.093208722,-176
0.093229555,98
0.093250389,412
0.093271222,304
0.093292055,-65
0.093312889,-162
0.093333722,42
0.093354556,211
0.093375389,179
0.093396222,47
0.093417056,4
0.093437889,108
0.093458723,258
0.093479556,349
0.09350039,385
0.093521223,423
0.093542056,470
0.09356289,493
0.093583723,511
0.093604557,569
0.09362539,636
0.093646224,655
0.093667057,620
0.09368789,620
0.093708724,784
0.093729557,1119
0.093750391,1424
0.093771224,1490
0.093792057,1416
0.093812891,1479
0.093833724,1643
0.093854558,1646
0.093875391,1602
0.093896225,1826
0.093917058,2195
0.093937891,2411
0.093958725,2480
0.093979558,2512
0.094000392,2601
0.094021225,2774
0.094042059,2830
0.094062892,2749
0.094083725,2789
0.094104559,2817
0.094125392,2629
0.094146226,2581
0.094167059,2728
0.094187892,2642
0.094208726,2523
0.094229559,2706
0.094250393,2808
0.094271226,2745
0.09429206,2917
0.094312893,3089
0.094333726,2927
0.09435456,2762
0.094375393,2739
0.094396227,2707
0.09441706,2838
0.094437893,3072
0.094458727,2999
0.09447956,2825
0.094500394,3016
0.094521227,3280
0.094542061,3162
0.094562894,2890
0.094583727,2810
0.094604561,2814
0.094625394,2745
0.094646228,2659
0.094667061,2582
0.094687895,2524
0.094708728,2557
0.094729561,2638
0.094750395,2733
0.094771228,2922
0.094792062,2984
0.094812895,2652
0.094833728,2337
0.094854562,2460
0.094875395,2674
0.094896229,2734
0.094917062,2908
0.094937896,3166
0.094958729,3310
0.094979562,3396
0.095000396,3328
0.095021229,3061
0.095042063,2955
0.095062896,3072
0.09508373,3051
0.095104563,2838
0.095125396,2619
0.09514623,2521
0.095167063,2655
0.095187897,2884
0.09520873,3011
0.095229563,3202
0.095250397,3510
0.09527123,3679
0.095292064,3744
0.095312897,3822
0.095333731,3742
0.095354564,3532
0.095375397,3377
0.095396231,3183
0.095417064,2915
0.095437898,2776
0.095458731,2840
0.095479564,3053
0.095500398,3300
0.095521231,3410
0.095542065,3391
0.095562898,3384
0.095583732,3475
0.095604565,3719
0.095625398,3925
0.095646232,3846
0.095667065,3759
0.095687899,3943
0.095708732,4093
0.095729566,4053
0.095750399,4026
0.095771232,3965
0.095792066,3914
0.095812899,4085
0.095833733,4210
0.095854566,4042
0.095875399,3898
0.095896233,3933
0.095917066,3998
0.0959379,4076
0.095958733,4060
0.095979567,3862
0.0960004,3706
0.096021233,3629
0.096042067,3558
0.0960629,3711
0.096083734,3961
0.096104567,3867
0.096125401,3642
0.096146234,3684
0.096167067,3746
0.096187901,3621
0.096208734,3513
0.096229568,3424
0.096250401,3226
0.096271234,3047
0.096292068,3022
0.096312901,3087
0.096333735,3116
0.096354568,3023
0.096375402,2837
0.096396235,2771
0.096417068,2973
0.096437902,3180
0.096458735,3082
0.096479569,2935
0.096500402,2958
0.096521236,2764
0.096542069,2403
0.096562902,2494
0.096583736,2710
0.096604569,2348
0.096625403,1971
0.096646236,2153
0.096667069,2244
0.096687903,1915
0.096708736,1656
0.09672957,1495
0.096750403,1192
0.096771237,905
0.09679207,717
0.096812903,563
0.096833737,492
0.09685457,402
0.096875404,175
0.096896237,15
0.09691707,54
0.096937904,60
0.096958737,-183
0.096979571,-469
0.097000404,-457
0.097021238,-350
0.097042071,-583
0.097062904,-899
0.097083738,-881
0.097104571,-838
0.097125405,-1005
0.097146238,-1071
0.097167072,-987
0.097187905,-888
0.097208738,-639
0.097229572,-374
0.097250405,-411
0.097271239,-581
0.097292072,-678
0.097312905,-827
0.097333739,-1007
0.097354572,-1158
0.097375406,-1408
0.097396239,-1647
0.097417073,-1680
0.097437906,-1705
0.097458739,-1882
0.097479573,-2001
0.097500406,-1951
0.09752124,-1838
0.097542073,-1722
0.097562907,-1655
0.09758374,-1664
0.097604573,-1663
0.097625407,-1706
0.09764624,-1928
0.097667074,-2126
0.097687907,-2064
0.09770874,-2014
0.097729574,-2209
0.097750407,-2320
0.097771241,-2169
0.097792074,-2088
0.097812908,-2236
0.097833741,-2445
0.097854574,-2671
0.097875408,-2889
0.097896241,-2929
0.097917075,-2798
0.097937908,-2786
0.097958741,-3086
0.097979575,-3447
0.098000408,-3447
0.098021242,-3148
0.098042075,-3016
0.098062909,-3215
0.098083742,-3540
0.098104575,-3722
0.098125409,-3571
0.098146242,-3334
0.098167076,-3463
0.098187909,-3745
0.098208743,-3748
0.098229576,-3737
0.098250409,-3907
0.098271243,-3890
0.098292076,-3745
0.09831291,-3847
0.098333743,-3971
0.098354576,-3872
0.09837541,-3841
0.098396243,-3966
0.098417077,-3987
0.09843791,-3859
0.098458744,-3689
0.098479577,-3584
0.09850041,-3676
0.098521244,-3829
0.098542077,-3730
0.098562911,-3460
0.098583744,-3339
0.098604578,-3349
0.098625411,-3326
0.098646244,-3315
0.098667078,-3325
0.098687911,-3243
0.098708745,-3217
0.098729578,-3466
0.098750411,-3747
0.098771245,-3728
0.098792078,-3601
0.098812912,-3616
0.098833745,-3602
0.098854579,-3449
0.098875412,-3310
0.098896245,-3142
0.098917079,-2848
0.098937912,-2661
0.098958746,-2692
0.098979579,-2645
0.099000413,-2475
0.099021246,-2513
0.099042079,-2728
0.099062913,-2811
0.099083746,-2814
0.09910458,-2876
0.099125413,-2887
0.099146246,-2852
0.09916708,-2800
0.099187913,-2546
0.099208747,-2262
0.09922958,-2363
0.099250414,-2575
0.099271247,-2431
0.09929208,-2193
0.099312914,-2117
0.099333747,-1921
0.099354581,-1612
0.099375414,-1556
0.099396247,-1704
0.099417081,-1803
0.099437914,-1874
0.099458748,-1922
0.099479581,-1897
0.099500415,-1977
0.099521248,-2171
0.099542081,-2078
0.099562915,-1665
0.099583748,-1428
0.099604582,-1369
0.099625415,-1120
0.099646249,-903
0.099667082,-912
0.099687915,-701
0.099708749,-335
0.099729582,-403
0.099750416,-654
0.099771249,-631
0.099792082,-762
0.099812916,-1189
0.099833749,-1272
0.099854583,-1018
0.099875416,-1076
0.09989625,-1374
0.099917083,-1401
0.099937916,-1330
0.09995875,-1576
0.099979583,-1788
0.100000417,-1539
0.10002125,-1327
0.100042084,-1519
0.100062917,-1551
0.10008375,-1291
0.100104584,-1222
0.100125417,-1137
0.100146251,-867
0.100167084,-926
0.100187917,-1120
0.100208751,-925
0.100229584,-804
0.100250418,-925
0.100271251,-710
0.100292085,-430
0.100312918,-528
0.100333751,-517
0.100354585,-279
0.100375418,-245
0.100396252,-254
0.100417085,-139
0.100437918,-144
0.100458752,-193
0.100479585,-128
0.100500419,-68
0.100521252,-20
0.100542086,26
0.100562919,19
0.100583752,2
0.100604586,-86
0.100625419,-187
0.100646253,-36
0.100667086,157
0.10068792,79
0.100708753,38
0.100729586,158
0.10075042,153
0.100771253,115
0.100792087,69
0.10081292,-230
0.100833753,-484
0.100854587,-375
0.10087542,-250
0.100896254,-251
0.100917087,-119
0.100937921,71
0.100958754,184
0.100979587,329
0.101000421,454
0.101021254,411
0.101042088,331
0.101062921,444
0.101083755,693
0.101104588,748
0.101125421,535
0.101146255,372
0.101167088,364
0.101187922,352
0.101208755,315
0.101229588,183
0.101250422,-97
0.101271255,-189
0.101292089,89
0.101312922,359
0.101333756,390
0.101354589,420
0.101375422,657
0.101396256,939
0.101417089,971
0.101437923,835
0.101458756,846
0.101479589,908
0.101500423,860
0.101521256,877
0.10154209,915
0.101562923,874
0.101583757,1015
0.10160459,1214
0.101625423,1108
0.101646257,992
0.10166709,1054
0.101687924,954
0.101708757,775
0.101729591,705
0.101750424,551
0.101771257,463
0.101792091,554
0.101812924,457
0.101833758,337
0.101854591,538
0.101875424,620
0.101896258,439
0.101917091,386
0.101937925,319
0.101958758,144
0.101979592,207
0.102000425,351
0.102021258,355
0.102042092,466
0.102062925,568
0.102083759,428
0.102104592,351
0.102125426,463
0.102146259,581
0.102167092,697
0.102187926,713
0.102208759,579
0.102229593,489
0.102250426,365
0.102271259,168
0.102292093,219
0.102312926,360
0.10233376,181
0.102354593,-52
0.102375427,-105
0.10239626,-196
0.102417093,-199
0.102437927,73
0.10245876,315
0.102479594,322
0.102500427,268
0.102521261,362
0.102542094,657
0.102562927,871
0.102583761,850
0.102604594,979
0.102625428,1244
0.102646261,1081
0.102667094,762
0.102687928,942
0.102708761,1198
0.102729595,992
0.102750428,720
0.102771262,596
0.102792095,379
0.102812928,237
0.102833762,295
0.102854595,182
0.102875429,-78
0.102896262,-47
0.102917095,202
0.102937929,294
0.102958762,199
0.102979596,20
0.103000429,-179
0.103021263,-248
0.103042096,-150
0.103062929,-20
0.103083763,69
0.103104596,106
0.10312543,89
0.103146263,70
0.103167097,9
0.10318793,-132
0.103208763,-198
0.103229597,-162
0.10325043,-194
0.103271264,-187
0.103292097,37
0.10331293,282
0.103333764,408
0.103354597,576
0.103375431,779
0.103396264,895
0.103417098,1007
0.103437931,1162
0.103458764,1260
0.103479598,1293
0.103500431,1327
0.103521265,1393
0.103542098,1425
0.103562932,1291
0.103583765,1062
0.103604598,959
0.103625432,967
0.103646265,965
0.103667099,984
0.103687932,992
0.103708765,887
0.103729599,740
0.103750432,647
0.103771266,639
0.103792099,685
0.103812933,613
0.103833766,473
0.103854599,621
0.103875433,935
0.103896266,962
0.1039171,891
0.103937933,1080
0.103958766,1270
0.1039796,1315
0.104000433,1463
0.104021267,1633
0.1040421,1663
0.104062934,1676
0.104083767,1611
0.1041046,1445
0.104125434,1514
0.104146267,1702
0.104167101,1573
0.104187934,1466
0.104208768,1772
0.104229601,1945
0.104250434,1690
0.104271268,1562
0.104292101,1663
0.104312935,1583
0.104333768,1470
0.104354601,1600
0.104375435,1714
0.104396268,1722
0.104417102,1922
0.104437935,2210
0.104458769,2143
0.104479602,1801
0.104500435,1712
0.104521269,1962
0.104542102,2114
0.104562936,2057
0.104583769,2097
0.104604603,2210
0.104625436,2146
0.104646269,2033
0.104667103,1962
0.104687936,1692
0.10470877,1322
0.104729603,1215
0.104750436,1251
0.10477127,1175
0.104792103,1086
0.104812937,1029
0.10483377,871
0.104854604,625
0.104875437,366
0.10489627,190
0.104917104,264
0.104937937,543
0.104958771,724
0.104979604,637
0.105000438,446
0.105021271,454
0.105042104,671
0.105062938,726
0.105083771,521
0.105104605,390
0.105125438,376
0.105146271,307
0.105167105,334
0.105187938,451
0.105208772,403
0.105229605,406
0.105250439,668
0.105271272,758
0.105292105,513
0.105312939,383
0.105333772,466
0.105354606,472
0.105375439,304
0.105396272,-7
0.105417106,-245
0.105437939,-114
0.105458773,133
0.105479606,49
0.10550044,-179
0.105521273,-215
0.105542106,-131
0.10556294,26
0.105583773,202
0.105604607,141
0.10562544,-53
0.105646274,-23
0.105667107,43
0.10568794,-196
0.105708774,-482
0.105729607,-497
0.105750441,-448
0.105771274,-589
0.105792107,-858
0.105812941,-1076
0.105833774,-1121
0.105854608,-1028
0.105875441,-1005
0.105896275,-1110
0.105917108,-1142
0.105937941,-1074
0.105958775,-1131
0.105979608,-1311
0.106000442,-1396
0.106021275,-1410
0.106042109,-1501
0.106062942,-1613
0.106083775,-1690
0.106104609,-1773
0.106125442,-1809
0.106146276,-1763
0.106167109,-1766
0.106187942,-1863
0.106208776,-1919
0.106229609,-1866
0.106250443,-1756
0.106271276,-1641
0.10629211,-1564
0.106312943,-1624
0.106333776,-1873
0.10635461,-2097
0.106375443,-1993
0.106396277,-1658
0.10641711,-1490
0.106437943,-1570
0.106458777,-1625
0.10647961,-1538
0.106500444,-1517
0.106521277,-1743
0.106542111,-2000
0.106562944,-1982
0.106583777,-1885
0.106604611,-2070
0.106625444,-2389
0.106646278,-2559
0.106667111,-2561
0.106687945,-2375
0.106708778,-2114
0.106729611,-2051
0.106750445,-2037
0.106771278,-1809
0.106792112,-1608
0.106812945,-1558
0.106833778,-1428
0.106854612,-1350
0.106875445,-1503
0.106896279,-1626
0.106917112,-1659
0.106937946,-1762
0.106958779,-1784
0.106979612,-1696
0.107000446,-1732
0.107021279,-1835
0.107042113,-1916
0.107062946,-2058
0.10708378,-2047
0.107104613,-1722
0.107125446,-1476
0.10714628,-1593
0.107167113,-1862
0.107187947,-2069
0.10720878,-2125
0.107229613,-2008
0.107250447,-1907
0.10727128,-1940
0.107292114,-1895
0.107312947,-1643
0.107333781,-1445
0.107354614,-1554
0.107375447,-1779
0.107396281,-1757
0.107417114,-1533
0.107437948,-1385
0.107458781,-1273
0.107479614,-1062
0.107500448,-906
0.107521281,-910
0.107542115,-944
0.107562948,-961
0.107583782,-987
0.107604615,-994
0.107625448,-1035
0.107646282,-1170
0.107667115,-1292
0.107687949,-1344
0.107708782,-1361
0.107729616,-1281
0.107750449,-1091
0.107771282,-998
0.107792116,-1133
0.107812949,-1341
0.107833783,-1402
0.107854616,-1269
0.107875449,-1080
0.107896283,-982
0.107917116,-938
0.10793795,-870
0.107958783,-899
0.107979617,-1061
0.10800045,-1100
0.108021283,-929
0.108042117,-809
0.10806295,-878
0.108083784,-1012
0.108104617,-1042
0.108125451,-897
0.108146284,-762
0.108167117,-860
0.108187951,-994
0.108208784,-917
0.108229618,-820
0.108250451,-830
0.108271284,-796
0.108292118,-756
0.108312951,-804
0.108333785,-850
0.108354618,-931
0.108375452,-1050
0.108396285,-960
0.108417118,-677
0.108437952,-516
0.108458785,-540
0.108479619,-606
0.108500452,-600
0.108521286,-465
0.108542119,-304
0.108562952,-242
0.108583786,-192
0.108604619,-69
0.108625453,81
0.108646286,188
0.108667119,161
0.108687953,41
0.108708786,18
0.10872962,120
0.108750453,284
0.108771287,486
0.10879212,595
0.108812953,637
0.108833787,814
0.10885462,956
0.108875454,908
0.108896287,972
0.10891712,1124
0.108937954,1065
0.108958787,1029
0.108979621,1114
0.109000454,972
0.109021288,821
0.109042121,981
0.109062954,1005
0.109083788,715
0.109104621,599
0.109125455,733
0.109146288,807
0.109167122,780
0.109187955,696
0.109208788,595
0.109229622,579
0.109250455,652
0.109271289,773
0.109292122,910
0.109312955,1011
0.109333789,1119
0.109354622,1232
0.109375456,1259
0.109396289,1294
0.109417123,1358
0.109437956,1255
0.109458789,1147
0.109479623,1248
0.109500456,1272
0.10952129,1184
0.109542123,1377
0.109562957,1724
0.10958379,1840
0.109604623,1825
0.109625457,1897
0.10964629,2090
0.109667124,2328
0.109687957,2368
0.10970879,2207
0.109729624,2226
0.109750457,2513
0.109771291,2823
0.109792124,3039
0.109812958,3103
0.109833791,3063
0.109854624,3083
0.109875458,3072
0.109896291,2954
0.109917125,2966
0.109937958,3071
0.109958791,2973
0.109979625,2754
0.110000458,2651
0.110021292,2676
0.110042125,2741
0.110062959,2658
0.110083792,2375
0.110104625,2174
0.110125459,2136
0.110146292,2067
0.110167126,1970
0.110187959,1839
0.110208793,1585
0.110229626,1448
0.110250459,1572
0.110271293,1662
0.110292126,1658
0.11031296,1756
0.110333793,1833
0.110354626,1764
0.11037546,1694
0.110396293,1696
0.110417127,1780
0.11043796,1945
0.110458794,2010
0.110479627,1852
0.11050046,1618
0.110521294,1497
0.110542127,1623
0.110562961,1898
0.110583794,1877
0.110604628,1442
0.110625461,1079
0.110646294,997
0.110667128,917
0.110687961,792
0.110708795,754
0.110729628,750
0.110750461,816
0.110771295,1054
0.110792128,1302
0.110812962,1426
0.110833795,1530
0.110854629,1601
0.110875462,1537
0.110896295,1443
0.110917129,1450
0.110937962,1508
0.110958796,1531
0.110979629,1492
0.111000463,1455
0.111021296,1515
0.111042129,1606
0.111062963,1673
0.111083796,1854
0.11110463,2119
0.111125463,2182
0.111146296,2043
0.11116713,1976
0.111187963,2025
0.111208797,2042
0.11122963,1932
0.111250464,1736
0.111271297,1677
0.11129213,1876
0.111312964,2071
0.111333797,2062
0.111354631,2019
0.111375464,2026
0.111396297,1959
0.111417131,1881
0.111437964,1944
0.111458798,2036
0.111479631,1967
0.111500465,1780
0.111521298,1610
0.111542131,1457
0.111562965,1340
0.111583798,1370
0.111604632,1475
0.111625465,1449
0.111646299,1353
0.111667132,1357
0.111687965,1368
0.111708799,1260
0.111729632,1125
0.111750466,1058
0.111771299,1058
0.111792132,1083
0.111812966,1086
0.111833799,1105
0.111854633,1166
0.111875466,1132
0.1118963,956
0.111917133,800
0.111937966,710
0.1119588,632
0.111979633,626
0.112000467,704
0.1120213,737
0.112042134,690
0.112062967,673
0.1120838,805
0.112104634,1048
0.112125467,1197
0.112146301,1180
0.112167134,1162
0.112187967,1241
0.112208801,1360
0.112229634,1446
0.112250468,1433
0.112271301,1373
0.112292135,1409
0.112312968,1479
0.112333801,1449
0.112354635,1401
0.112375468,1385
0.112396302,1303
0.112417135,1182
0.112437968,1111
0.112458802,1091
0.112479635,1122
0.112500469,1135
0.112521302,1024
0.112542136,913
0.112562969,942
0.112583802,949
0.112604636,793
0.112625469,579
0.112646303,390
0.112667136,240
0.11268797,167
0.112708803,115
0.112729636,-40
0.11275047,-270
0.112771303,-417
0.112792137,-414
0.11281297,-373
0.112833803,-407
0.112854637,-472
0.11287547,-552
0.112896304,-771
0.112917137,-1059
0.112937971,-1156
0.112958804,-1152
0.112979637,-1354
0.113000471,-1642
0.113021304,-1708
0.113042138,-1644
0.113062971,-1685
0.113083805,-1766
0.113104638,-1749
0.113125471,-1620
0.113146305,-1416
0.113167138,-1263
0.113187972,-1290
0.113208805,-1410
0.113229638,-1493
0.113250472,-1573
0.113271305,-1687
0.113292139,-1799
0.113312972,-1901
0.113333806,-1941
0.113354639,-1873
0.113375472,-1887
0.113396306,-2152
0.113417139,-2452
0.113437973,-2538
0.113458806,-2583
0.113479639,-2776
0.113500473,-2902
0.113521306,-2794
0.11354214,-2709
0.113562973,-2857
0.113583807,-3059
0.11360464,-3120
0.113625473,-3081
0.113646307,-3052
0.11366714,-3075
0.113687974,-3114
0.113708807,-3093
0.113729641,-2972
0.113750474,-2775
0.113771307,-2640
0.113792141,-2721
0.113812974,-2890
0.113833808,-2892
0.113854641,-2816
0.113875474,-2850
0.113896308,-2856
0.113917141,-2700
0.113937975,-2532
0.113958808,-2492
0.113979642,-2514
0.114000475,-2436
0.114021308,-2260
0.114042142,-2209
0.114062975,-2266
0.114083809,-2195
0.114104642,-2137
0.114125476,-2251
0.114146309,-2250
0.114167142,-2106
0.114187976,-2086
0.114208809,-2018
0.114229643,-1797
0.114250476,-1741
0.114271309,-1793
0.114292143,-1718
0.114312976,-1647
0.11433381,-1519
0.114354643,-1240
0.114375477,-1150
0.11439631,-1278
0.114417143,-1335
0.114437977,-1464
0.11445881,-1652
0.114479644,-1531
0.114500477,-1299
0.114521311,-1272
0.114542144,-1232
0.114562977,-1110
0.114583811,-1047
0.114604644,-986
0.114625478,-1018
0.114646311,-1200
0.114667144,-1303
0.114687978,-1348
0.114708811,-1438
0.114729645,-1407
0.114750478,-1384
0.114771312,-1563
0.114792145,-1645
0.114812978,-1539
0.114833812,-1503
0.114854645,-1499
0.114875479,-1503
0.114896312,-1613
0.114917145,-1624
0.114937979,-1513
0.114958812,-1554
0.114979646,-1667
0.115000479,-1745
0.115021313,-1881
0.115042146,-1885
0.115062979,-1727
0.115083813,-1705
0.115104646,-1657
0.11512548,-1403
0.115146313,-1308
0.115167147,-1369
0.11518798,-1202
0.115208813,-976
0.115229647,-940
0.11525048,-905
0.115271314,-773
0.115292147,-638
0.11531298,-575
0.115333814,-659
0.115354647,-771
0.115375481,-775
0.115396314,-816
0.115417148,-950
0.115437981,-1077
0.115458814,-1258
0.115479648,-1425
0.115500481,-1368
0.115521315,-1195
0.115542148,-1089
0.115562982,-1001
0.115583815,-928
0.115604648,-860
0.115625482,-717
0.115646315,-615
0.115667149,-638
0.115687982,-650
0.115708815,-633
0.115729649,-626
0.115750482,-504
0.115771316,-297
0.115792149,-227
0.115812983,-368
0.115833816,-602
0.115854649,-777
0.115875483,-868
0.115896316,-970
0.11591715,-1035
0.115937983,-974
0.115958816,-893
0.11597965,-824
0.116000483,-716
0.116021317,-752
0.11604215,-976
0.116062984,-1073
0.116083817,-932
0.11610465,-745
0.116125484,-679
0.116146317,-846
0.116167151,-1072
0.116187984,-1002
0.116208818,-790
0.116229651,-815
0.116250484,-903
0.116271318,-833
0.116292151,-806
0.116312985,-840
0.116333818,-753
0.116354651,-636
0.116375485,-611
0.116396318,-596
0.116417152,-557
0.116437985,-545
0.116458819,-599
0.116479652,-663
0.116500485,-565
0.116521319,-338
0.116542152,-253
0.116562986,-276
0.116583819,-195
0.116604653,-130
0.116625486,-184
0.116646319,-166
0.116667153,-100
0.116687986,-150
0.11670882,-145
0.116729653,0
0.116750486,22
0.11677132,-108
0.116792153,-132
0.116812987,-40
0.11683382,36
0.116854654,129
0.116875487,285
0.11689632,488
0.116917154,740
0.116937987,1023
0.116958821,1305
0.116979654,1510
0.117000488,1492
0.117021321,1329
0.117042154,1303
0.117062988,1374
0.117083821,1318
0.117104655,1275
0.117125488,1423
0.117146321,1585
0.117167155,1678
0.117187988,1824
0.117208822,1964
0.117229655,2042
0.117250489,2181
0.117271322,2343
0.117292155,2411
0.117312989,2514
0.117333822,2778
0.117354656,3051
0.117375489,3152
0.117396322,3112
0.117417156,3088
0.117437989,3164
0.117458823,3267
0.117479656,3352
0.11750049,3463
0.117521323,3546
0.117542156,3507
0.11756299,3454
0.117583823,3557
0.117604657,3800
0.11762549,4014
0.117646324,4063
0.117667157,3991
0.11768799,3994
0.117708824,4135
0.117729657,4226
0.117750491,4131
0.117771324,3954
0.117792157,3839
0.117812991,3781
0.117833824,3732
0.117854658,3721
0.117875491,3789
0.117896325,3901
0.117917158,3973
0.117937991,3967
0.117958825,3901
0.117979658,3791
0.118000492,3653
0.118021325,3590
0.118042159,3670
0.118062992,3695
0.118083825,3499
0.118104659,3333
0.118125492,3387
0.118146326,3380
0.118167159,3199
0.118187992,3134
0.118208826,3194
0.118229659,3135
0.118250493,3026
0.118271326,2969
0.11829216,2865
0.118312993,2807
0.118333826,2925
0.11835466,2984
0.118375493,2851
0.118396327,2811
0.11841716,2954
0.118437993,3005
0.118458827,2904
0.11847966,2894
0.118500494,3024
0.118521327,3092
0.118542161,3030
0.118562994,2932
0.118583827,2828
0.118604661,2755
0.118625494,2818
0.118646328,2917
0.118667161,2800
0.118687995,2511
0.118708828,2290
0.118729661,2174
0.118750495,2122
0.118771328,2155
0.118792162,2137
0.118812995,1955
0.118833828,1801
0.118854662,1834
0.118875495,1912
0.118896329,1926
0.118917162,1928
0.118937996,1898
0.118958829,1796
0.118979662,1698
0.119000496,1657
0.119021329,1637
0.119042163,1625
0.119062996,1637
0.11908383,1670
0.119104663,1721
0.119125496,1748
0.11914633,1663
0.119167163,1447
0.119187997,1196
0.11920883,1010
0.119229663,920
0.119250497,896
0.11927133,860
0.119292164,773
0.119312997,690
0.119333831,683
0.119354664,770
0.119375497,873
0.119396331,893
0.119417164,887
0.119437998,980
0.119458831,1047
0.119479664,897
0.119500498,690
0.119521331,647
0.119542165,649
0.119562998,582
0.119583832,538
0.119604665,521
0.119625498,487
0.119646332,502
0.119667165,539
0.119687999,524
0.119708832,518
0.119729666,525
0.119750499,485
0.119771332,465
0.119792166,470
0.119812999,391
0.119833833,300
0.119854666,303
0.119875499,324
0.119896333,289
0.119917166,193
0.119938,40
0.119958833,-96
0.119979667,-191
0.1200005,-273
0.120021333,-277
0.120042167,-319
0.120063,-586
0.120083834,-742
0.120104667,-482
0.120125501,-294
0.120146334,-487
0.120167167,-608
0.120188001,-557
0.120208834,-724
0.120229668,-992
0.120250501,-1026
0.120271334,-969
0.120292168,-1031
0.120313001,-1179
0.120333835,-1353
0.120354668,-1486
0.120375502,-1514
0.120396335,-1480
0.120417168,-1436
0.120438002,-1408
0.120458835,-1443
0.120479669,-1561
0.120500502,-1742
0.120521336,-1906
0.120542169,-1945
0.120563002,-1932
0.120583836,-2029
0.120604669,-2194
0.120625503,-2339
0.120646336,-2461
0.120667169,-2488
0.120688003,-2460
0.120708836,-2610
0.12072967,-2888
0.120750503,-2984
0.120771337,-2902
0.12079217,-2880
0.120813003,-2921
0.120833837,-2932
0.12085467,-2954
0.120875504,-3008
0.120896337,-3004
0.12091717,-2968
0.120938004,-3050
0.120958837,-3192
0.120979671,-3197
0.121000504,-3143
0.121021338,-3186
0.121042171,-3211
0.121063004,-3223
0.121083838,-3422
0.121104671,-3668
0.121125505,-3724
0.121146338,-3743
0.121167172,-3837
0.121188005,-3905
0.121208838,-4042
0.121229672,-4273
0.121250505,-4335
0.121271339,-4233
0.121292172,-4222
0.121313005,-4270
0.121333839,-4228
0.121354672,-4165
0.121375506,-4201
0.121396339,-4331
0.121417173,-4444
0.121438006,-4470
0.121458839,-4507
0.121479673,-4576
0.121500506,-4519
0.12152134,-4377
0.121542173,-4313
0.121563007,-4231
0.12158384,-4064
0.121604673,-3997
0.121625507,-4078
0.12164634,-4156
0.121667174,-4196
0.121688007,-4230
0.12170884,-4230
0.121729674,-4165
0.121750507,-4022
0.121771341,-3867
0.121792174,-3798
0.121813008,-3740
0.121833841,-3577
0.121854674,-3379
0.121875508,-3203
0.121896341,-2954
0.121917175,-2647
0.121938008,-2478
0.121958841,-2518
0.121979675,-2600
0.122000508,-2550
0.122021342,-2393
0.122042175,-2260
0.122063009,-2185
0.122083842,-2095
0.122104675,-1967
0.122125509,-1881
0.122146342,-1892
0.122167176,-1867
0.122188009,-1669
0.122208843,-1424
0.122229676,-1266
0.122250509,-1052
0.122271343,-767
0.122292176,-685
0.12231301,-858
0.122333843,-1035
0.122354676,-1094
0.12237551,-1088
0.122396343,-1067
0.122417177,-1037
0.12243801,-948
0.122458844,-819
0.122479677,-733
0.12250051,-603
0.122521344,-381
0.122542177,-306
0.122563011,-405
0.122583844,-403
0.122604678,-353
0.122625511,-473
0.122646344,-569
0.122667178,-485
0.122688011,-432
